index,Name,Hall.of.Fame.Class,Year.Drafted,RGP,RMIN,RPTS,RFGM,RFGA,RFG.,RX3P.Made,RX3PA,RX3P.,RFTM,RFTA,RFT.,ROREB,RDREB,RREB,RAST,RSTL,RBLK,RTOV,REFF,HOF
609,Rodney Rogers,NA,1993,79,17.8,8.1,3,6.9,43.9,0.4,1.2,38,1.6,2.4,67.2,1.1,1.7,2.9,1.3,0.8,0.6,1.7,7.3,0
610,Sam Cassell,NA,1993,66,17,6.7,2.5,5.9,41.8,0.4,1.3,29.5,1.4,1.6,84.1,0.4,1.7,2,2.9,0.9,0.1,1.4,7.5,0
611,Scott Burrell,NA,1993,51,15,4.8,1.9,4.6,41.9,0,0.1,33.3,0.9,1.4,65.7,0.9,1.7,2.6,1.2,0.7,0.3,0.9,5.6,0
612,Shawn Bradley,NA,1993,49,28.3,10.3,4.1,10,40.9,0,0.1,0,2.1,3.4,60.7,2,4.2,6.2,2,0.9,3,3,12.2,0
613,Terry Dehere,NA,1993,64,11.9,5.3,2,5.3,37.7,0.4,0.9,40.4,1,1.3,75.3,0.4,0.7,1.1,1.2,0.4,0.1,0.9,3.5,0
614,Toni Kukoc,NA,1993,75,24.1,10.9,4.2,9.7,43.1,0.4,1.6,27.1,2.1,2.8,74.3,1.3,2.7,4,3.4,1.1,0.4,2.2,11.2,0
615,Vin Baker,NA,1993,82,31.2,13.5,5.3,10.6,50.1,0,0.1,20,2.9,5,56.9,3.4,4.2,7.6,2,0.7,1.4,2,15.7,0
616,Warren Kidd,NA,1993,68,13,3.6,1.5,2.5,59.2,0,0,0,0.7,1.3,54.7,1.1,2.3,3.4,0.3,0.3,0.3,0.7,5.7,0
617,Aaron McKie,NA,1994,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,7.9,0
618,Anthony Miller,NA,1994,46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,6,0
619,Anthony Tucker,NA,1994,62,15.8,3.9,1.5,3.4,45.7,0,0,0,0.8,1.3,61.4,0.7,2,2.7,1.1,0.7,0.2,0.9,5.4,0
620,B.J. Tyler,NA,1994,55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70,0.2,0.9,1.1,3.2,0.7,0,1.8,4.4,0
621,Bill Curley,NA,1994,53,11.2,2.7,1.1,2.5,43.3,0,0,0,0.5,0.7,75,1,1.3,2.3,0.5,0.4,0.4,0.5,4.2,0
622,Brian Grant,NA,1994,80,28.6,13.2,5.2,10.1,51.1,0,0.1,25,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2,15.4,0
623,Brooks Thompson,NA,1994,38,6.5,3.1,1.2,3,39.5,0.5,1.5,31,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,2.5,0
624,Carlos Rogers,NA,1994,49,20.8,8.9,3.7,6.9,52.9,0,0.3,14.3,1.6,3,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,10.5,0
625,Chris Childs,NA,1994,53,19.3,5.8,2,5.3,38,0.8,2.4,32.8,1,1.4,75.3,0.3,1,1.3,4.1,0.8,0.1,1.4,7.1,0
626,Clifford Rozier,NA,1994,66,22.6,6.8,2.9,5.9,48.5,0,0.1,28.6,1,2.3,44.7,3,4.3,7.4,0.7,0.5,0.6,1.4,10.3,0
627,Darrin Hancock,NA,1994,46,9.2,3.3,1.5,2.6,56.2,0,0.1,33.3,0.3,0.8,41,0.3,0.8,1.2,0.7,0.4,0.1,0.7,3.3,0
628,Derrick Alston,NA,1994,64,16.1,4.7,1.9,4,46.5,0,0.1,0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,5.8,0
629,Dickey Simpkins,NA,1994,59,9.9,3.5,1.3,3.1,42.4,0,0,0,0.8,1.2,69.4,1,1.5,2.6,0.6,0.2,0.1,0.8,4,0
630,Donyell Marshall,NA,1994,72,29,12.6,4.8,12.2,39.4,1,3.4,28.4,2,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,11.5,0
631,Dwayne Morton,NA,1994,41,9.6,4.1,1.2,3.1,38.8,0.2,0.6,36,1.4,2.1,68.2,0.5,0.9,1.4,0.4,0.3,0.4,0.7,3.3,0
632,Eddie Jones,NA,1994,64,31,14,5.3,11.6,46,1.4,3.8,37,1.9,2.6,72.2,1.2,2.7,3.9,2,2,0.6,1.2,14.4,0
633,Eric Mobley,NA,1994,46,12.8,3.9,1.7,2.9,59.1,0,0,100,0.5,1,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,6.3,0
634,Eric Montross,NA,1994,78,29.7,10,3.9,7.4,53.4,0,0,0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,12.8,0
635,Eric Piatkowski,NA,1994,81,14.9,7,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1,0.5,0.2,0.8,6,0
636,Glenn Robinson,NA,1994,80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,17.7,0
637,Grant Hill,NA,1994,70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5,1.8,0.9,2.9,21.2,0
638,Greg Minor,NA,1994,63,15,6,2.5,4.8,51.5,0,0.2,16.7,1,1.2,83.3,0.8,1.4,2.2,1,0.5,0.3,0.7,6.7,0
639,Howard Eisley,NA,1994,49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1,1.9,0.4,0.1,1,3,0
640,Jalen Rose,NA,1994,81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2,2.7,4.8,0.8,0.3,2,10.6,0
641,Jamie Watson,NA,1994,60,11.2,3.3,1.3,2.5,50,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1,1.2,1,0.6,0.2,0.8,3.8,0
642,Jason Kidd,NA,1994,79,33.8,11.7,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,5.4,7.7,1.9,0.3,3.2,16.1,0
643,Jim McIlvaine,NA,1994,55,9.7,1.7,0.6,1.3,47.9,0,0,0,0.5,0.7,68.3,0.7,1.2,1.9,0.2,0.2,1.1,0.3,3.9,0
644,Juwan Howard,NA,1994,65,36.1,17,7,14.3,48.9,0,0.1,0,3,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,17.6,0
645,Khalid Reeves,NA,1994,67,21.8,9.2,3.1,6.9,44.3,1,2.6,39.2,2.1,2.9,71.4,0.8,2,2.8,4.3,1.1,0.1,2,10.9,0
646,Lamond Murray,NA,1994,81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2,10.8,0
647,Monty Williams,NA,1994,41,12.3,3.3,1.5,3.2,45.1,0,0.2,0,0.4,0.9,44.7,1,1.4,2.4,1.2,0.5,0.1,1,4.2,0
648,Ryan Lorthridge,NA,1994,37,18.2,7.4,2.9,6,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,1.9,2.7,0.8,0,1.5,7.2,0
649,Sharone Wright,NA,1994,79,25.9,11.4,4.6,9.8,46.5,0,0.1,0,2.3,3.6,64.5,2.4,3.6,6,0.6,0.5,1.3,1.9,11.4,0
650,Tim Breaux,NA,1994,42,8.1,3,1.1,2.9,37.2,0.1,0.6,24,0.8,1.2,65.3,0.4,0.4,0.8,0.4,0.3,0.1,0.4,2,0
651,Tony Dumas,NA,1994,58,10.6,4.6,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,1.1,1,0.2,0.1,0.9,2.9,0
652,Trevor Ruffin,NA,1994,49,6.5,4.8,1.7,4,42.6,0.8,2,38.4,0.6,0.8,71.1,0.2,0.3,0.5,1,0.3,0,1,3,0
653,Wesley Person,NA,1994,78,23.1,10.4,4,8.2,48.4,1.5,3.4,43.6,1,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1,9.8,0
654,Zan Tabak,NA,1994,37,4.9,2,0.6,1.4,45.3,0,0,0,0.7,1.2,61.4,0.6,0.9,1.5,0.1,0.1,0.2,0.5,2.2,0
655,Alan Henderson,NA,1995,79,17.9,6.4,2.4,5.5,44.2,0,0,0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,7.4,0
656,Anthony Goldwire,NA,1995,42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,5,0
657,Antonio McDyess,NA,1995,76,30,13.4,5.6,11.6,48.5,0,0.1,0,2.2,3.2,68.3,3,4.5,7.5,1,0.7,1.5,2,15.1,0
658,Arvydas Sabonis,2011,1995,73,23.8,14.5,5.4,9.9,54.5,0.5,1.4,37.5,3.2,4.2,75.7,2,6,8.1,1.8,0.9,1.1,2.1,18.6,1
659,Ashraf Amaya,NA,1995,54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,8.6,0
660,Bob Sura,NA,1995,79,14.6,5.3,1.9,4.6,41.1,0.3,1,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,6.3,0
661,Brent Barry,NA,1995,79,24,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,10.8,0
662,Bryant Reeves,NA,1995,77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,14.1,0
663,Cherokee Parks,NA,1995,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1,66.1,1,2.3,3.4,0.5,0.4,0.5,0.5,5.5,0
664,Chris Carr,NA,1995,60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,3.7,0
665,Corliss Williamson,NA,1995,53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,3.7,0
666,Cory Alexander,NA,1995,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64,0.2,0.6,0.7,2,0.5,0,1.1,3.2,0
667,Damon Stoudamire,NA,1995,70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,20.1,0
668,Don Reid,NA,1995,69,14.4,3.8,1.5,2.7,56.7,0,0,0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,6,0
669,Eric Snow,NA,1995,43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,3.3,0
670,Eric Williams,NA,1995,64,23,10.7,3.8,8.5,44.1,0,0.2,30,3.1,4.7,67.1,1.4,2,3.4,1.1,0.9,0.2,1.4,8.6,0
671,Gary Trent,NA,1995,69,17.7,7.5,3.2,6.2,51.3,0,0.1,0,1.1,2,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,6.9,0
672,George Zidek,NA,1995,71,12.5,4,1.5,3.5,42.3,0,0,0,1,1.3,76.3,1,1.6,2.6,0.2,0.1,0.1,0.5,4.1,0
673,Greg Ostertag,NA,1995,57,11.6,3.6,1.5,3.2,47.3,0,0,0,0.6,0.9,66.7,1,2.1,3.1,0.1,0.1,1.1,0.4,5.6,0
674,Jason Caffey,NA,1995,57,9.6,3.2,1.2,2.8,43.8,0,0,0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,3,0
675,Jerome Allen,NA,1995,41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,2.3,0
676,Jerry Stackhouse,NA,1995,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,14.7,0
677,Jimmy King,NA,1995,62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,4.6,0
678,Joe Smith,NA,1995,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,18.1,0
679,Junior Burrough,NA,1995,61,8.1,3.1,1,2.8,37.6,0,0,0,1,1.5,65.6,0.7,1,1.8,0.2,0.3,0.2,0.7,2.6,0
680,Kevin Garnett,NA,1995,80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,14.6,0
681,Kurt Thomas,NA,1995,74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,10.9,0
682,Lawrence Moten,NA,1995,44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,5.3,0
683,Loren Meyer,NA,1995,72,17.6,5,2,4.6,43.9,0,0.2,27.3,1,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,7,0
684,Lou Roe,NA,1995,49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,2.4,0
685,Marques Bragg,NA,1995,53,7,2.5,1,2.3,45,0,0,0,0.4,0.8,56.1,0.7,0.8,1.5,0.2,0.3,0.1,0.5,2.5,0
686,Michael Finley,NA,1995,82,39.2,15,5.7,11.9,47.6,0.7,2.3,32.8,3,3.9,74.9,1.7,2.9,4.6,3.5,1,0.4,1.6,15.7,0
687,Rasheed Wallace,NA,1995,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65,1.4,3.2,4.7,1.3,0.7,0.8,1.6,10.8,0
688,Shawn Respert,NA,1995,62,13.6,4.9,1.8,4.7,38.7,0.7,2,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,4.1,0
689,Terrence Rencher,NA,1995,36,11.3,2.9,0.9,2.8,33,0.3,0.8,31,0.9,1.3,67.4,0.3,1,1.2,1.5,0.4,0.1,1.2,2.7,0
690,Theo Ratliff,NA,1995,75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,7.9,0
691,Todd Mundt,NA,1995,33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,1.3,0
692,Travis Best,NA,1995,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,3.6,0
693,Tyus Edney,NA,1995,80,31,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0,2.4,12,0
694,Allen Iverson,2016,1996,76,40.1,23.5,8.2,19.8,41.6,2,6,34.1,5,7.2,70.2,1.5,2.6,4.1,7.5,2.1,0.3,4.4,19.3,1
695,Antoine Walker,NA,1996,82,36.2,17.5,7,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9,3.2,1.3,0.7,2.8,17.7,0
696,Brett Szabo,NA,1996,70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,3.7,0
697,Chris Robinson,NA,1996,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,5,0
698,Darvin Ham,NA,1996,36,8.8,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,2.8,0
699,Dean Garrett,NA,1996,68,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,14.2,0
700,Derek Fisher,NA,1996,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,3.8,0
701,Erick Dampier,NA,1996,72,14.6,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1,1.2,6.2,0
702,Jamie Feick,NA,1996,41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.4,0.3,0.8,6.2,0
703,Jermaine O'Neal,NA,1996,45,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0,0.6,0.6,4.5,0
704,John Wallace,NA,1996,68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,5,0
705,Kerry Kittles,NA,1996,82,36.7,16.4,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,3.9,3,1.9,0.4,1.6,15.2,0
706,Kobe Bryant,NA,1996,71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,6.3,0
707,Lorenzen Wright,NA,1996,77,25.1,7.3,3.1,6.4,48.1,0,0.1,25,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1,10.3,0
708,Malik Rose,NA,1996,54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,5,0
709,Marcus Camby,NA,1996,63,30.1,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,15.9,0
710,Mark Bradtke,NA,1996,36,7,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,2.7,0
711,Martin Muursepp,NA,1996,42,8.3,3.7,1.3,3.1,41.2,0.1,0.6,16.7,1,1.7,62.9,0.8,0.8,1.6,0.5,0.3,0.3,0.4,3.5,0
712,Matt Maloney,NA,1996,82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,10.1,0
713,Othella Harrington,NA,1996,57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,6,0
714,Priest Lauderdale,NA,1996,35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,2.5,0
715,Randy Livingston,NA,1996,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,4.6,0
716,Ray Allen,NA,1996,82,30.9,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,0.9,0.1,1.8,12.3,0
717,Ray Owes,NA,1996,57,10.4,3.1,1.3,3.2,41.7,0,0.1,20,0.5,0.8,56.5,1.1,1.7,2.9,0.3,0.3,0.3,0.4,4.2,0
718,Samaki Walker,NA,1996,43,14,5,1.9,4.3,44.4,0,0,0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,5.7,0
719,Shandon Anderson,NA,1996,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,5.8,0
720,Shane Heal,NA,1996,43,5.5,1.7,0.6,2.3,26.8,0.5,1.5,30.8,0.1,0.1,60,0,0.4,0.4,0.8,0.1,0.1,0.4,1,0
721,Shareef Abdur-Rahim,NA,1996,80,35,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1,1,2.8,17,0
722,Stephon Marbury,NA,1996,67,34.7,15.8,5.3,13,40.8,1.5,4.3,35.4,3.7,5,72.7,0.8,1.9,2.7,7.8,1,0.3,3.1,15.4,0
723,Steve Hamer,NA,1996,35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,2.7,0
724,Steve Nash,NA,1996,65,10.5,3.3,1.1,2.7,42.3,0.4,0.8,41.8,0.6,0.8,82.4,0.2,0.7,1,2.1,0.3,0,1,4,0
725,Todd Fuller,NA,1996,75,12.7,4.1,1.5,3.5,42.9,0,0,0,1,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,4.9,0
726,Tony Delk,NA,1996,61,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,5.9,0
727,Travis Knight,NA,1996,71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,8,0
728,Vitaly Potapenko,NA,1996,80,15.5,5.8,2.3,5.3,44,0,0,50,1.2,1.6,73.6,1.3,1.4,2.7,0.5,0.3,0.4,1.4,5,0
729,Walter McCarty,NA,1996,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1.5,0
730,Adonal Foyle,NA,1997,55,11.9,3,1.3,3.1,40.6,0,0,0,0.5,1.1,43.5,1.3,2,3.3,0.3,0.2,0.9,0.9,4.4,0
731,Alvin Williams,NA,1997,54,19.8,6,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,5.7,0
732,Anthony Johnson,NA,1997,77,29.4,7.5,2.9,7.9,37.1,0.5,1.7,32.8,1,1.4,72.7,0.7,1.6,2.2,4.3,0.8,0.1,1.6,7.9,0
733,Anthony Parker,NA,1997,37,5.3,1.9,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65,0.2,0.5,0.7,0.5,0.3,0.1,0.3,2,0
734,Antonio Daniels,NA,1997,74,26.4,7.8,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1.9,4.5,0.7,0.1,2.2,7.8,0
735,Bobby Jackson,NA,1997,68,30,11.6,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,4.4,4.7,1.5,0.2,2.7,12.1,0
736,Brevin Knight,NA,1997,80,31,9,3.3,7.4,44.1,0,0.1,0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,15.9,0
737,Bubba Wells,NA,1997,39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,3.5,0
738,Cedric Henderson,NA,1997,82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,10.6,0
739,Chauncey Billups,NA,1997,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,10.3,0
740,Chris Anstey,NA,1997,41,16.6,5.9,2.2,5.6,39.8,0.1,0.4,18.8,1.3,1.8,71.6,1.3,2.5,3.8,0.9,0.8,0.7,1,7,0
741,Chris Crawford,NA,1997,40,6.4,3.8,1.2,2.8,41.8,0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1,0.2,0.3,0.2,0.5,3.2,0
742,Chris Garner,NA,1997,38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,1.9,0
743,Danny Fortson,NA,1997,80,22.6,10.2,3.5,7.6,45.2,0,0,33.3,3.3,4.2,77.6,2.3,3.3,5.6,1,0.6,0.4,2,10.6,0
744,Derek Anderson,NA,1997,66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,11.6,0
745,Eric Washington,NA,1997,66,23.3,7.7,3,7.5,40.4,0.7,2.1,32.1,1,1.3,78.3,0.7,1.2,1.9,1.2,0.8,0.4,1.1,6.2,0
746,Jacque Vaughn,NA,1997,45,9.3,3.1,1,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,0.8,1.9,0.2,0,1.2,2.6,0
747,Jerald Honeycutt,NA,1997,38,13.9,6.4,2.4,5.8,40.7,0.8,2,37.7,0.9,1.5,62.1,0.7,1.7,2.4,0.9,0.5,0.2,1.3,5.1,0
748,John Thomas,NA,1997,54,9.9,2.8,1,2.1,48.7,0,0,0,0.8,1,75.9,0.9,1.1,2,0.3,0.4,0.2,0.8,3.5,0
749,Keith Closs,NA,1997,58,12.8,4,1.6,3.6,44.9,0,0,0,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,5.7,0
750,Keith Van Horn,NA,1997,62,37.5,19.7,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,6.6,1.7,1,0.4,2.6,16.3,0
751,Kelvin Cato,NA,1997,74,13.6,3.8,1.3,3.1,42.8,0,0,0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,6.3,0
752,Kevin Ollie,NA,1997,35,12.3,3.5,1.1,2.8,37.8,0,0,0,1.4,2,70,0.3,0.9,1.1,1.9,0.4,0,1.3,3.3,0
753,Lawrence Funderburke,NA,1997,52,21,9.5,3.7,7.5,49,0,0.1,14.3,2.1,3.1,67.9,1.5,3,4.5,1.2,0.4,0.3,1.2,9.8,0
754,Maurice Taylor,NA,1997,71,21.3,11.5,4.5,9.5,47.6,0,0,0,2.4,3.4,70.9,1.7,2.5,4.2,0.7,0.5,0.6,1.5,9.9,0
755,Michael Stewart,NA,1997,81,21.7,4.6,1.9,4,48,0,0,0,0.8,1.8,45.8,2.4,4.2,6.6,0.8,0.4,2.4,1.1,10.7,0
756,Rick Brunson,NA,1997,38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,4.8,0
757,Rodrick Rhodes,NA,1997,58,18.4,5.8,1.9,5.3,36.7,0,0.1,25,1.9,3.1,61.7,0.5,0.7,1.2,1.9,1.1,0.2,1.7,4,0
758,Ron Mercer,NA,1997,80,33.3,15.3,6.4,14.3,45,0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,3.5,2.2,1.6,0.2,1.6,12.8,0
759,Tariq Abdul-Wahad,NA,1997,59,16.3,6.4,2.4,6.1,40.3,0.1,0.3,21.1,1.4,2.1,67.2,0.7,1.2,2,0.9,0.6,0.2,1.1,4.6,0
760,Tim Duncan,NA,1997,82,39.1,21.1,8.6,15.7,54.9,0,0.1,0,3.9,5.9,66.2,3.3,8.6,11.9,2.7,0.7,2.5,3.4,26.5,0
761,Tim Thomas,NA,1997,77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,9.6,0
